,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
0,POTUS,1477022943586754560,12/31/2021,Betty White brought a smile to the lips of generations of Americans. She’s a cultural icon who will be sorely missed. Jill and I are thinking of her family and all those who loved her this New Year’s Eve.,18567,906,2906,194017
1,POTUS,1476998740833705984,12/31/2021,"As we head into 2022, I want folks to remember: There’s not a single thing America cannot do when we do it together. https://t.co/F7PouSXnLi",2846,443,2606,16213
2,JoeBiden,1476618089273905158,12/30/2021,"This new sinister combination of voter suppression and election subversion—it's un-American and it's undemocratic.

We must pass the Freedom to Vote Act and the John Lewis Voting Rights Advancement Act.",9256,716,4097,45657
3,POTUS,1476596766409736195,12/30/2021,"When I came into office, our economy was in crisis. 
 
But over the last 11 months, we’ve added nearly 6 million jobs.
 
That’s the largest increase in recorded history.",9386,2262,14079,67757
4,POTUS,1476579613799337987,12/30/2021,"Last year at this time, there were 823,000 Americans filing new jobless claims each week.
 
This last week, that number was less than 200,000. 
 
That’s historic progress.",5639,1071,5085,36613
5,POTUS,1476387686848073738,12/30/2021,"Today, I committed $137 million to expanding the production of COVID-19 at-home tests using our military authority in order to meet demand. https://t.co/eNmA4CCkkR",2528,389,3225,14888
6,POTUS,1476311650424832000,12/29/2021,"We’re ending 2021 with what one analyst described as the strongest first-year economic track record of any president in the last 50 years.
 
Let’s keep the progress going.",8847,6320,28308,58284
7,POTUS,1476253000301699076,12/29/2021,"The economy I inherited nearly a year ago wasn’t just in crisis — it wasn’t working for working people.
 
We passed the American Rescue Plan and Bipartisan Infrastructure Law to help change that.
 
We’re rebuilding our economy from the bottom up and middle out — not the top down.",4570,504,4461,26626
8,POTUS,1476210972322934786,12/29/2021,"With the Bipartisan Infrastructure Law, we’re bringing affordable, high-speed internet to every single American.",3472,414,2550,26294
9,POTUS,1476034176524693504,12/29/2021,"A son of Searchlight, Nevada, Harry never forgot his humble roots. A boxer, he never gave up a fight. A great American, he looked at challenges and believed it was within our capacity to do good — to do right.

May God bless Harry Reid, a dear friend and a giant of our history.",6022,229,1669,51000
10,JoeBiden,1475971575249874947,12/28/2021,"As we continue our holiday celebrations and head into the new year, remember that the best way to protect your health and keep your loved ones safe from COVID-19 and the Omicron variant is to get vaccinated and get your booster shot.",2713,251,2451,20371
11,POTUS,1475962068092215300,12/28/2021,"Here’s where we stand one year in:

- Nearly 6 million new jobs — a record for a new president
- Unemployment down to 4.2% — three years ahead of predictions
- Applications for new small businesses up 30%
- The fastest economic growth in nearly 40 years

America is on the move.",7942,1352,6388,41695
12,JoeBiden,1475923008925614082,12/28/2021,"The most valuable tool we have to lower the costs of prescription drugs, child care, and health care for families is my Build Back Better Act. 

It’s fully paid for, will not increase the deficit, and won’t raise the taxes by one penny for anyone making less than $400,000 a year.",2836,222,2017,16738
13,POTUS,1475917402496028679,12/28/2021,"COVID-19 booster shots increase antibody levels by more than 20x — providing a high degree of protection against severe illness with Omicron.

Get your shot today, folks.",4924,357,3140,32831
14,POTUS,1475880640918835208,12/28/2021,"My Administration has the back of every governor fighting COVID-19 in their state. Last week, I rolled out a federal plan to tackle Omicron by adding vaccination and booster capacity, hospital equipment, staff, and more.
 
We’re going to get through this by working together.",3629,714,4660,24860
15,POTUS,1475861808472809473,12/28/2021,"Folks, if you traveled for the holidays you probably saw America’s crumbling roads and bridges firsthand.
 
We’re changing that with the Bipartisan Infrastructure Law — investing in America and creating millions of good-paying, union jobs at the same time.",3631,475,3407,26980
16,POTUS,1475598626491666436,12/27/2021,"I know folks are worried about Omicron and wondering how they can stay safe.
 
The answer is simple: Get your booster shot, get vaccinated, and wear a mask.",8330,1309,7193,59812
17,JoeBiden,1475565652010319877,12/27/2021,"When it comes to voter suppression, it’s no longer just about making it easy for eligible people to vote—it's about whether or not those votes will count at all.

It's simple: voter suppression is un-American, un-democratic, and unpatriotic.",7077,559,4231,39304
18,POTUS,1475505473835175939,12/27/2021,Tune in as I join the White House COVID-19 Response Team and the National Governors Association to discuss our Administration’s response to the Omicron variant and to hear from the Governors on the needs in their states. https://t.co/BBvGrzE94c,1050,131,1690,5388
19,POTUS,1475483580260392961,12/27/2021,"When I took office, our economy was on the brink of collapse.
 
Now, Americans have more money in their pockets than before the pandemic, and retail sales were up 8.5% compared to last holiday season.",10840,5749,19475,77906
20,POTUS,1475202544997707788,12/26/2021,"Today, we are heartbroken to learn of the passing of a true servant of God and of the people, Archbishop Desmond Tutu of South Africa. We send our deepest condolences to the people of South Africa who are mourning this great loss.",8889,347,2650,87805
21,JoeBiden,1475144376175235073,12/26/2021,"Sending warm wishes to all who are celebrating Kwanzaa this week. We hope these days of reflection on the seven principles bring light, happiness, and peace in the coming year.",2641,142,1305,26962
22,POTUS,1475126705278828555,12/26/2021,"As we begin the seven days of Kwanzaa, Jill and I send our best wishes to everyone celebrating. May this time of reflection on the rich heritage of African American culture bring peace, unity, and joy.",4928,284,2089,42250
23,POTUS,1474886536990703616,12/25/2021,"Congratulations @NASA and all who made today’s launch of the James Webb telescope possible. Webb is a shining example of the power of what we can accomplish when we dream big. We've always known that this project would be a risky endeavor, but with big risk comes big rewards.",5483,313,2242,56297
24,POTUS,1474869869485170689,12/25/2021,"Jill and I know how hard it is for our troops and their families to be apart during this season of togetherness. So today, we wanted to take the opportunity to say thank you. We’re grateful for all they do to make our freedom, security, and prosperity possible. https://t.co/VSIjOYVezj",2711,149,1624,22362
25,POTUS,1474802463882547211,12/25/2021,Join me as the First Lady and I meet virtually with service members to celebrate the holiday. https://t.co/cy4d0nYjxK,1726,95,1323,12124
26,JoeBiden,1474763376563789834,12/25/2021,"On behalf of the entire Biden family, Jill and I want to wish you a very Merry Christmas. https://t.co/2dIRa6XIEV",4351,273,3393,57297
27,POTUS,1474740353601355776,12/25/2021,"From our family to yours, Merry Christmas! May your time with loved ones be filled with warmth, comfort, and joy this holiday season. https://t.co/gCPM81l5Pu",16119,1447,11590,220851
28,POTUS,1474456976994324482,12/24/2021,"This morning, the First Lady and I stopped by the Children’s National Hospital to spread a little holiday cheer. We hope everyone has a happy, healthy, and safe holiday season. https://t.co/5eBIDRgptp",6454,414,3685,59663
29,JoeBiden,1474188578758533123,12/24/2021,"Gas prices are down ten cents nationally, and some states across the country are seeing gas prices at pre-pandemic averages. This will help so many Americans who are traveling this week.",6823,3116,14235,57867
30,JoeBiden,1474161901865259010,12/23/2021,"Packages are moving, gifts are being delivered, and shelves are stocked. Today, retail inventories are up more than 3% from last year. 

We’re making progress.",5099,572,2724,37890
31,POTUS,1474139127411060736,12/23/2021,"I had the honor of hosting the 2021 Kennedy Center Honorees this month at the White House. These folks are giants of the arts, and I’m grateful they’ve shared their gifts with the nation and with the world. https://t.co/65k9z5wIFt",2109,174,1764,13718
32,POTUS,1474118714853371914,12/23/2021,"Today, I signed the Accelerating Access to Critical Therapies for ALS Act. Thanks to a movement led by patients and caregivers and bipartisan members of Congress, we are finally closer than ever to new treatments, and hopefully a cure.",3530,315,1225,25406
33,POTUS,1474115585940275218,12/23/2021,Tune in as I sign the Accelerating Access to Critical Therapies for ALS Act into law. https://t.co/7DEkDFFb8l,742,71,413,4220
34,POTUS,1474095443239915526,12/23/2021,"Today, I signed the bipartisan Uyghur Forced Labor Prevention Act. The United States will continue to use every tool at our disposal to ensure supply chains are free from the use of forced labor — including from Xinjiang and other parts of China. https://t.co/kd4fk2CvmJ",3616,1421,3115,21004
35,JoeBiden,1474082380851855368,12/23/2021,"My Bipartisan Infrastructure Law includes the largest investment of public transit ever and will replace diesel buses with electric ones. This will get more people where they are going safer, faster, and cleaner for the environment. It’s a win, win, win.",2110,120,1139,12675
36,POTUS,1474069320472965135,12/23/2021,"People with a booster shot are highly protected.
 
If it’s been six months since your second shot, get your booster shot today.",5603,409,3267,45459
37,POTUS,1474020545754763264,12/23/2021,"We should all be concerned about Omicron, but not panicked.

If you’re fully vaccinated — and especially if you got boosted — you’re highly protected.

But if you’re unvaccinated, you’re at higher risk of getting severely ill from COVID-19, getting hospitalized, and dying.",5193,774,4432,33903
38,JoeBiden,1473817128910401541,12/23/2021,"Two years earlier than experts predicted, the economy has added nearly 6 million jobs and the unemployment rate is down to 4.2%. Let’s keep this historic progress moving by passing Build Back Better.",3773,266,2099,22536
39,POTUS,1473792254112370690,12/22/2021,"This morning, I brought together my Supply Chain Task Force and business leaders for another progress update. My Administration is working every day to move goods faster, keep shelves stocked, and lower prices for Americans. https://t.co/akjPioeIpg",1689,250,2129,10054
40,JoeBiden,1473790705743056899,12/22/2021,"If you're over the age of 18 and six months have gone by since you got vaccinated, go get your booster. Go get it now.",7638,754,4405,65886
41,POTUS,1473776500457578501,12/22/2021,"We received good news today in our fight against COVID-19. The FDA granted emergency use authorization of the Pfizer antiviral pill, a promising new treatment option that will significantly reduce hospitalization and death as we battle the more transmissible Omicron variant.",3628,307,1723,25753
42,POTUS,1473763159886512135,12/22/2021,"As we mark the 50th anniversary of the National Cancer Act, I call upon all Americans to reaffirm our commitment to accelerate cancer research and deliver hope to more families facing a cancer diagnosis. Working together, we can and will end cancer as we know it.",1462,119,766,9626
43,POTUS,1473754008183582726,12/22/2021,"If you and those you celebrate with are vaccinated — particularly if you’ve been boosted — and follow the precautions that we all know well, you should feel comfortable celebrating the holidays as you planned.

You have done the right thing — you should enjoy the holiday season. https://t.co/qKPGejJNUS",1101,378,2303,6396
44,POTUS,1473737760217391111,12/22/2021,"Three weeks ago, I laid out our COVID-19 Action Plan for the winter that prepared us for this moment. Yesterday, I announced how we’re making the plan even stronger: https://t.co/Mdp8BTqpOU",793,94,901,4489
45,JoeBiden,1473731819673694211,12/22/2021,"We are not going back to March 2020. 

More than 200 million Americans have been fully vaccinated and today, we’re prepared for what’s coming. We must stay focused.",2498,531,1641,19898
46,POTUS,1473721877654867969,12/22/2021,"Today, I announced my Administration is extending the pause on federal student loan repayments for an additional 90 days. https://t.co/mxveCTe7bH",4519,4289,6417,33333
47,POTUS,1473706458386731008,12/22/2021,My full statement: https://t.co/8Z5KFo3kGU,1010,141,494,5507
48,POTUS,1473706456390291465,12/22/2021,"Today, my Administration is extending the pause on federal student loan repayments for an additional 90 days — through May 1, 2022 — as we manage the ongoing pandemic and further strengthen our economic recovery.",14128,10875,7913,95508
49,POTUS,1473682028856057873,12/22/2021,Americans who haven’t yet renewed their coverage or shopped for a plan can still visit https://t.co/gRX1fGFEzj through January 15th to sign up.,831,25,252,3872
50,POTUS,1473682026989506572,12/22/2021,"As 2021 draws to a close, I am proud to say that more than 4.6 million Americans have gained health coverage through the Affordable Care Act since I took office. From November 1st to December 15th alone, more than 13.6 million Americans signed up — an all-time high.",2634,158,952,16247
51,POTUS,1473669701729411072,12/22/2021,"While we know staffing is the biggest need of our hospitals, some may need more beds as well.  
 
We’re prepared.  
 
I directed FEMA to activate the National Response Center and to begin deploying teams now to build more hospital beds.",1789,246,1312,11208
52,JoeBiden,1473667190310199302,12/22/2021,"If you haven’t yet, please get vaccinated. It’s the best way to keep yourself and your loved ones safe from the Omicron variant. Now is the time. https://t.co/nLva52NSGI",1515,153,1475,9369
53,POTUS,1473662717202472962,12/22/2021,"My Administration has stockpiled millions of gowns, gloves, masks, and ventilators.
 
We are ready to send them immediately to any state that needs more.
 
I have also directed the Pentagon to mobilize an additional 1,000 troops to help staff local hospitals and expand capacity.",4020,508,2410,25478
54,JoeBiden,1473472357440315394,12/22/2021,Booster shots provide the strongest protection against the Omicron variant. That’s why I got my booster—and encourage everyone who’s eligible to do so as well. https://t.co/7sEoXNjr9D,1239,149,1352,8566
55,JoeBiden,1473454994099687433,12/22/2021,"To the Americans who are wondering whether you can safely celebrate the holidays this weekend: the answer is yes, you can. 

If you and your families are vaccinated and follow the precautions, you should feel comfortable celebrating the Christmas holiday as you have planned.",2602,543,3190,22235
56,POTUS,1473447030546747394,12/22/2021,We’re purchasing 500 million at-home rapid COVID tests that will be distributed for free to Americans who want them. https://t.co/m9rgb9kjmP,2867,619,3277,18190
57,POTUS,1473421587953168384,12/21/2021,"To those people who have not been vaccinated: you have an obligation to yourself, your family, and your country.
 
Get vaccinated now. It’s free. It’s convenient. It saves lives. And it’s your patriotic duty.",13627,1182,6301,82322
58,POTUS,1473402686955479041,12/21/2021,"Starting this week, the federal government will set up emergency testing sites in areas that need additional testing capacity.  
 
Before Christmas, the first several of these federal testing sites will be up and running in New York City — with many more to come.",1429,115,1163,9006
59,POTUS,1473390215364587520,12/21/2021,"This is not March 2020.
 
200 million people are fully vaccinated. We’re prepared. We know more.
 
We just have to stay focused.",5027,925,3016,44628
60,POTUS,1473382140976979983,12/21/2021,"Today, I am ordering the federal government to purchase half a billion additional at-home rapid tests with delivery starting in January.

We will be getting these tests to Americans for free — and we will have a website where you can get them delivered to your home.",4955,1125,4085,38275
61,POTUS,1473380657996959747,12/21/2021,"Starting this week, I will be deploying hundreds more vaccinators and more sites to help get more booster shots in arms.  
 
I’ve ordered FEMA to stand up new pop-up vaccination clinics across the country where you can get a booster shot.",3277,270,1552,20923
62,POTUS,1473378433312907264,12/21/2021,Tune in as I deliver remarks on the status of the country’s fight against COVID-19. https://t.co/4pYALjb3LE,848,122,1191,3540
63,POTUS,1473333694198960130,12/21/2021,"My Bipartisan Infrastructure Law is a blue-collar blueprint to rebuild America.
 
We’re going to finally build the economy from the bottom up and middle out — not the top down.",2219,148,1692,13527
64,POTUS,1473295943348985862,12/21/2021,"We’re not only rebuilding America’s infrastructure — we’re creating millions of good-paying, union jobs in the process. https://t.co/NWBuQfDwAi",1162,83,1108,5813
65,POTUS,1473107468410667010,12/21/2021,"We are working around the clock to increase testing capacity, vaccine availability, and support for our hospitals. I'll have more to say on this tomorrow.
 
In the meantime: Get vaccinated, get boosted, wear a mask. And keep the faith.
 
We’ll get through this together.",2525,248,1751,20841
66,POTUS,1473107463926951938,12/21/2021,"2. Omicron cases will increase in the coming days—even among fully vaccinated individuals. If you’re vaccinated and boosted, you may still get a breakthrough case but doctors say you will likely have no symptoms or mild ones.",1643,169,452,12185
67,POTUS,1473107465629745155,12/21/2021,"3. We still need to take precautions and remain vigilant. Listen to the advice from doctors: even if you’re fully vaccinated, you should wear a mask when indoors in a public setting. It will help protect you and others—especially kids under 5 who can’t get vaccinated yet.",1700,107,358,12589
68,POTUS,1473107467001339907,12/21/2021,"4. To our frontline workers, I am in awe of your sacrifices. Thank you for the work you are putting in on this wave after a painful and difficult two years. We owe you a tremendous debt. I am once again asking for your strength, and I’ll never forget it.",2531,1474,1693,20286
69,POTUS,1473107461548687360,12/21/2021,"1. We know that vaccines are working. If you are boosted with Pfizer or Moderna, you have a high degree of protection against severe illness with Omicron. If you’re an adult choosing to be unvaccinated, you will face an extremely difficult winter for your family and community.",2518,399,1120,16132
70,POTUS,1473107458801426433,12/21/2021,"Folks, Omicron cases are on the rise in the United States. I want to give you all a sense of where we are and what we know.",7728,1154,5201,47504
71,POTUS,1473077001653215238,12/20/2021,"Happy 2nd birthday, @SpaceForceDoD! https://t.co/9S0D3MT4dq",446,149,834,3345
72,POTUS,1473057147017744390,12/20/2021,Meet the newest Biden. https://t.co/JHAbH53iRk,12669,5336,8511,126448
73,POTUS,1473048795697012738,12/20/2021,"Welcome to the White House, Commander. https://t.co/SUudQnPv29",15096,6206,8594,198992
74,POTUS,1473035874006929410,12/20/2021,My Bipartisan Infrastructure Law will make high-speed internet affordable and available everywhere in America — and create jobs laying down broadband lines.,2484,189,1662,16253
75,POTUS,1473006602487844864,12/20/2021,"Last week, I awarded the Medal of Honor to three outstanding soldiers. Their actions embody the highest ideals of selfless service. https://t.co/O6AcxfCVa0",1048,54,620,7106
76,POTUS,1472983210665590785,12/20/2021,"Right now, there’s a kid out there whose family can’t afford her insulin because it costs $1,000 per month. The Build Back Better Act would cap their monthly insulin costs at $35. I’m committed as ever to getting it done for them.",17496,2379,10793,102713
77,POTUS,1472015716782157829,12/18/2021,"No class gets to choose the world into which they graduate. But few classes enter at a point in history where they actually have a chance to change the trajectory of the country.

We face an inflection point today. And I’m confident the class of 2021 will meet the moment. https://t.co/sDFvvT3CKi",1549,259,3172,9425
78,POTUS,1471988764629213187,12/17/2021,"Since I took office, nearly 6 million jobs have been created, over 200 million Americans are fully vaccinated, and unemployment claims are the lowest on average since 1969.
 
These things didn’t happen by accident — they’re because of the American Rescue Plan.",6948,732,6052,41338
79,JoeBiden,1471966938821767171,12/17/2021,"There aren't a lot of things that almost every American can agree on. But I think it's safe to say that all of us can agree that prescription drugs are outrageously expensive in our country. 

Under my Build Back Better bill, which has passed the House, they won’t be.",3191,290,3517,22448
80,POTUS,1471914464333250574,12/17/2021,"Every kid in America should be able to turn on the faucet and drink clean water.
 
My Bipartisan Infrastructure Law is going to make that a reality.",3336,316,2390,23190
81,POTUS,1471902772803121153,12/17/2021,"In my first year in office, we’ve passed two of the most important pieces of economic legislation in decades.
 
The third is in its final stages — and I’m confident we’ll get it passed.",4398,475,4369,31330
82,POTUS,1471864438626078723,12/17/2021,Tune in as I deliver remarks at South Carolina State University’s 2021 Fall Commencement Ceremony. https://t.co/FCfTwsZumy,798,76,922,4402
83,JoeBiden,1471848921374859269,12/17/2021,"Six months out from your second Pfizer or Moderna vaccine shot or two months out from your Johnson &amp; Johnson shot? 

Get your booster.",3403,419,3506,28015
84,POTUS,1471663602012667911,12/17/2021,We will heal. We will recover. And we will rebuild — together. https://t.co/Q1WLRzvacK,3051,323,1778,17682
85,POTUS,1471634353348358153,12/17/2021,"It was my great honor to award the Medal of Honor to Sergeant First Class Alwyn Cashe, Sergeant First Class Christopher Celiz, and Master Sergeant Earl Plumlee. We must never forget their unparalleled courage or the sacrifices they made in service of our nation. https://t.co/U9OLYvLd3i",1299,68,623,9278
86,JoeBiden,1471632488166477831,12/17/2021,"The shock of losing a home or business, the grief of losing a loved one during the holidays, is traumatizing. 

We are going to ensure that folks in Kentucky and all those affected by the tornadoes have all the mental health resources they need to get through this difficult time.",1717,119,1057,12004
87,POTUS,1471628129462538247,12/16/2021,"We will – we must – get Build Back Better passed, even in the face of Republican opposition.",6022,757,5544,44937
88,POTUS,1471625807177076742,12/16/2021,I had a productive call with the Speaker and the Majority Leader today. My team and I are having ongoing discussions with Senator Manchin; that work will continue next week. Leader Schumer and I are determined to see the bill successfully on the floor as early as possible.,2653,259,1999,18752
89,POTUS,1471612057535623168,12/16/2021,"One of the reasons I believe so firmly in my Build Back Better Act is because I know what this country can be.
 
We have always been a nation of possibilities. We didn’t become this nation we know by dreaming small.
 
Let’s get this passed.",2296,213,1861,13839
90,JoeBiden,1471597260035272707,12/16/2021,"The Build Back Better Act will lower the core costs that have held Americans back for decades: on everything from health care and child care to prescription drugs and housing. 

No Republican in Congress supports it.",2924,302,2285,14656
91,JoeBiden,1471580901180063746,12/16/2021,"To the people of Kentucky who have been devastatingly impacted by these tornadoes, know this—I intend to do whatever it takes, for as long as it takes, to help support your state and your local leaders recover and rebuild.
https://t.co/YKcUPa74vt",1155,115,691,7633
92,POTUS,1471557772126965762,12/16/2021,Join me as I award the Medal of Honor to three American soldiers and deliver remarks. https://t.co/2JzvzqSvOv,1181,78,769,6456
93,POTUS,1471544445610995714,12/16/2021,"Today, I signed a bill raising our debt ceiling. Members of both parties came together to ensure that the federal government doesn’t default on past debts. Defaulting would be a catastrophe for our economy, and it’s a responsibility of governing to make sure we pay what we owe. https://t.co/vMQ1ZXSHpZ",1663,301,2103,11516
94,POTUS,1471540736822763522,12/16/2021,"The best protection against Omicron is getting fully vaccinated. If you haven’t gotten the shot yet, now is the time. If you’re over 16 and got vaccinated at least 6 months ago, go get your booster. Head to https://t.co/jlrmakxHWm to find a clinic near you.",786,61,1049,3896
95,JoeBiden,1471529060295663626,12/16/2021,"The American people deserve more than just a little breathing room—they deserve a real fighting chance to get ahead. The Build Back Better Act will prioritize families like yours and rebuild the backbone of America.
https://t.co/YXwRRtrmJ2",1076,107,1146,5686
96,POTUS,1471513626116722690,12/16/2021,"This afternoon, I will award the Medal of Honor, our nation’s highest military honor to three American soldiers. I am honored to recognize the heroism of Sergeant First Class Alwyn C. Cashe, Sergeant First Class Christopher A. Celiz, and Master Sergeant Earl D. Plumlee.",2074,90,746,16118
97,POTUS,1471503000891846666,12/16/2021,"The average number of Americans filing for unemployment over the last four weeks is now at its lowest level since 1969.
 
When I took office, over 18 million were receiving unemployment benefits, today only 2 million are.
 
America is on the move again.",4647,716,3597,26621
98,POTUS,1471306379134648325,12/16/2021,"My message to the people affected by this weekend’s storms is this: I intend to do whatever it takes, for as long as it takes, to support your state as you recover and rebuild.",5291,466,2791,43263
99,JoeBiden,1471291235377762305,12/16/2021,"If you are vaccinated but still worried about the new variant, get your booster. 
If you aren't vaccinated, go get that first shot. 
We’ll fight the Omicron variant, together.",4062,434,3303,36324
100,POTUS,1471286918222651397,12/16/2021,"As I said today in Kentucky: We are all in this together, no red states or blue states, just Americans helping each other get through tough times.

We’ll heal. We’ll recover. We’ll rebuild — stronger than before. And we’ll do it together.

Keep the faith, and stay strong. https://t.co/H4Yrsqagap",2514,251,988,15651
101,POTUS,1471276014336675845,12/16/2021,"Yesterday, I approved an emergency declaration for Illinois and Tennessee, in addition to Kentucky, making Federal assistance immediately available to support the response in those states.",2177,129,869,18161
102,POTUS,1471255923167567874,12/15/2021,"There have been 74 confirmed fatalities in Kentucky, at least 14 people are confirmed dead in other states, and dozens are still missing.
 
To those who have lost someone, there are no words to ease the pain of losing a loved one. Jill and I are keeping you in our prayers.",1944,67,771,13606
103,POTUS,1471224245468471302,12/15/2021,Tune in as I deliver remarks in Kentucky on our response to the tornadoes and extreme weather. https://t.co/NhkMrTekhT,695,48,566,3642
104,POTUS,1471217634544869380,12/15/2021,"Recovery in Kentucky is going to take a long time, but we’ll be there every step of the way. FEMA has opened Disaster Recovery Centers and has teams on the ground.
 
If you live in the affected areas you can also visit https://t.co/swj8W7NBov or call 1-800-621-3362.",986,45,398,4984
105,POTUS,1471208691839950855,12/15/2021,"I’m going to make sure the federal government does what’s needed to be done in Kentucky. So far, we’ve sent 61 generators, provided 144,000 liters of drinking water and 74,000 meals, and thousands of cots and blankets.",4184,354,1970,29318
106,POTUS,1471196371814342656,12/15/2021,"New data shows that our vaccines are effective against Omicron, especially once you get your booster. This is great news — we have the vaccines we need to protect people from the Omicron variant. 

Get fully vaccinated — and get your booster shot today.",2733,248,1995,15765
107,POTUS,1471188634481090562,12/15/2021,"Yesterday, I met with 10 newly-elected bipartisan mayors from across the country to discuss the American Rescue Plan, Bipartisan Infrastructure Law, and more. The country’s mayors and local elected officials are crucial partners when it comes to building back better. https://t.co/hdsbJMBi3T",1142,135,856,7392
108,POTUS,1471158852854890498,12/15/2021,"I’m in Kentucky today to meet with local leaders and to survey the damage from the tornadoes and extreme weather. It will take all of us, working together, to recover and begin rebuilding — and we are committed to providing whatever support is needed for however long it takes.",2838,254,2134,22386
109,POTUS,1471125696638558209,12/15/2021,"Today is the last day to sign up for health insurance and have coverage starting on January 1! Sign up at https://t.co/gRX1fGFEzj today, folks.",2521,151,1001,9256
110,POTUS,1470928804470210560,12/15/2021,"As we mark 800,000 American deaths due to COVID-19, we must remember all those we have lost — and pray for their loved ones, especially during this holiday season.
 
Please, get vaccinated and get your booster. We will beat COVID-19 and move forward, together, as one nation.",4759,406,3528,28996
111,POTUS,1470895125651931140,12/14/2021,Hailey is proof that you can make a positive impact no matter what your age. Way to get out the word about vaccines! https://t.co/YAZZ5XIUlT,1517,162,1063,8832
112,POTUS,1470887578471653390,12/14/2021,Why didn’t you call me? https://t.co/VjTnjRzoSW,2950,363,2949,32196
113,POTUS,1470876962012991503,12/14/2021,"We’re making progress on bringing gas prices down, and won’t stop working to get this done for the American people. https://t.co/qzBm5eKCIC",996,218,1625,6518
114,POTUS,1470853600746344450,12/14/2021,"It’s time to build on the success we’ve had this year on jobs, wages, small businesses, and fixing challenges in our economy.
 
We need to cut costs further for families. 
 
That’s what my Build Back Better Act does.",1819,225,2130,11095
115,POTUS,1470818556904448005,12/14/2021,"Nine years ago today, we lost 20 precious first-graders and six heroic educators at Sandy Hook Elementary School. As a nation, we owe the families of Newtown — and all the other victims of gun violence — more than our prayers. We owe them action. https://t.co/rfLywlcZUa",3687,331,1659,19518
116,JoeBiden,1470818377358786571,12/14/2021,"Life-saving, prescription medication shouldn’t break the bank.
https://t.co/DGDEm6QC1l",1160,142,847,6645
117,JoeBiden,1470797484532596737,12/14/2021,"As we move into the winter and face the challenges of a new variant, this is a moment for us to put the divisiveness behind us. This is a moment for the nation to unite in a common purpose: To fight this virus, protect one another, and to protect our economic recovery.",3005,438,3121,22813
118,POTUS,1470757174033158144,12/14/2021,"My Build Back Better Act would mean $7,400 in tax cuts and savings for a typical family of four with two kids.",5941,1309,9202,42610
119,POTUS,1470579650753667073,12/14/2021,Congratulations to @NYCFC for winning the MLS Cup! Your team was a reminder to always keep the faith — especially when folks count you out and write you off. I hope to see you soon.,1849,507,1132,16526
120,POTUS,1470551850130849792,12/14/2021,The federal government will do everything it can to help those impacted by this weekend’s storms. https://t.co/RSm56IKp1V,1085,127,954,6510
121,JoeBiden,1470549850831958018,12/14/2021,"Everybody talks about the price tag for the Build Back Better Act. 

But here’s the truth: If you make less than $400,000 a year, your taxes will not go up one single penny under our plan.",4973,573,5000,31808
122,POTUS,1470509711934038017,12/13/2021,"From renewing passports to claiming retirement benefits, Americans expect government to be responsive to their needs. But too often, the experience falls short. That’s why today, I signed an Executive Order to improve government’s service delivery to the American people. https://t.co/QbfUbZ2zDr",2211,331,2093,14504
123,JoeBiden,1470506327524978695,12/13/2021,"Health care should be a right in this country, not a partisan issue. Diabetes, cancer, and other diseases don’t care whether you're a Democrat or a Republican. 

This is about being able to afford the prescription drugs you need. Congress must come together and finish the job.",2352,198,1338,14585
124,POTUS,1470486128096681991,12/13/2021,"Today, I was briefed by FEMA on our response to the tornadoes and extreme weather that impacted multiple states this weekend. We’re in close contact with officials on the ground and working to quickly get federal assistance to those in need. We will get through this together. https://t.co/Rm6tbRNxrN",2026,123,1208,12840
125,POTUS,1470458641459339267,12/13/2021,"Happy Birthday, @NationalGuard! https://t.co/ctSRSVLoXu",944,67,531,6684
126,POTUS,1470447924748427264,12/13/2021,I’m determined to pass my Build Back Better Act and ensure Sa’Ra – and millions others – don’t pay more than $35 a month for insulin. As I told her: Keep the faith. We’re going to get this done. https://t.co/8V7BSHiRxL,1613,144,1365,8511
127,JoeBiden,1470438875202043908,12/13/2021,"The pandemic has put a strain on our global supply chains and caused prices to rise around the world. 

The Build Back Better Act will help ease inflationary pressures, lower costs for the American people and extend tax cuts for working families.",2112,198,1862,12566
128,POTUS,1470217563850391555,12/13/2021,"The music world has lost an icon. 

The music of Vicente Fernández created memories for millions. We send our condolences to his family and all those who loved him.

Vicente will be remembered for generations to come.",23196,2139,2924,123364
129,JoeBiden,1470184193070145541,12/13/2021,"Our 5-step plan to fight COVID-19 this winter: 
1. Expanding the nationwide booster campaign 
2. Launching new family vaccination clinics 
3. Making at-home tests available 
4. Increasing surge response teams 
5. Accelerating our efforts to vaccinate the rest of the world",3630,768,3737,21604
130,POTUS,1470111967574638606,12/12/2021,"Thanks to my American Rescue Plan, we’re cutting child poverty in America by more than 40 percent.
 
Millions of children who spent last Christmas in poverty will not bear that burden this holiday season.",3898,327,2593,24298
131,POTUS,1470087092948828161,12/12/2021,"I believe that together, the world’s democracies will lead the march of human progress and freedom forward. https://t.co/nHYLkjavCn",1839,246,2646,9436
132,JoeBiden,1470047549822320646,12/12/2021,"Parents should never have to worry about whether their drinking water is safe for their children. 

The Bipartisan Infrastructure Law will start to replace 100% of our nation’s lead pipes and service lines so that every child across the country has access to clean and safe water.",3231,227,1509,21525
