,id,timestamp,tweet,replies,retweets,quotes,likes
620,256581618112815104,10/12/2012,Our solemn obligation to veterans: ,46,358,0,123
621,256582834234478592,10/12/2012,"VP: ""Look at my record—it’s been all about the middle class. They’re the people who grow this country."" #TeamJoe",341,2907,0,569
622,256583748479496192,10/12/2012,RT if you're on #TeamJoe,732,19159,2,1014
623,256587614071701504,10/12/2012,"If you like what you heard from VP Biden tonight, say you're in here: ",933,1418,1,455
624,256592357280059392,10/12/2012,Tonight you heard the other side’s plan to take us back to the failed policies of the past. We can't go back. We've gotta go forward. –Joe,1348,4490,0,1054
625,256611995971899393,10/12/2012,Straight talk on taxes from VP Biden: ,279,768,1,312
626,256616089360924672,10/12/2012,A woman’s health decisions are up to her and her doctor—no one else: ,264,2507,1,785
627,256770407070330880,10/12/2012,The reviews are in—see what others are saying about VP Biden's win last night: ,104,134,0,40
628,256785684793286656,10/12/2012,".@ChrisVanHollen: “What you saw was the passionate Joe Biden, the Joe Biden who fights for the middle class.” ",239,536,0,181
629,256801537244934145,10/12/2012,The Romney-Ryan strategy? Hiding the truth on plans that hurt the middle class. ,84,237,0,50
630,256818546389184513,10/12/2012,Now it’s your turn to talk—call 312.985.6433 and leave a message to let Joe know how you thought he did in last night’s debate.,220,393,0,91
631,256853210436874240,10/12/2012,.@BeauBiden: Paul Ryan “left the door wide open” for putting additional troops in Afghanistan. ,44,97,0,20
632,256875140762202112,10/12/2012,RT if you agree: Facts matter. ,143,1305,2,182
633,256896266548703232,10/12/2012,Worth a re-watch: VP Biden talks in last night's debate about why we've got to give the middle class a fair shot. ,64,130,0,53
634,256921689391263744,10/13/2012,“I think Joe Biden rocks.” Hundreds of supporters called in to congratulate the VP on his debate win—have a listen: ,94,247,0,82
635,257167242297487360,10/13/2012,"Big cheers for VP Biden and Dr. Jill Biden in La Crosse, Wisconsin yesterday: ",29,99,0,55
636,257185446751240192,10/13/2012,Romney and Ryan have been spreading misinformation about Medicare. Get the facts from VP Biden: ,71,231,0,47
637,257248686680207362,10/13/2012,VP Biden responds to Romney and Ryan writing off half the American people: ,57,141,0,46
638,257536955653423104,10/14/2012,"Crisscrossing the country with VP Biden, President Obama, and the First Lady on the road to November 6th: ",30,76,0,28
639,257591068269355008,10/14/2012,"In 1994, then-Sen. Biden wrote a letter to an 8th grader—and changed his life. Check it out: ",47,411,0,197
640,257871580657483777,10/15/2012,"Pitch in $10, get a car magnet—it’s that easy: ",25,24,0,13
641,257896526809006080,10/15/2012,"Dr. Biden gets North Carolinians excited for early voting, which kicks off in just 3 days (cc @OFA_NC). ",17,77,0,32
642,257960607746232320,10/15/2012,VP: “What’s at stake for the Latino community this election is the dreams &amp; aspirations of their fathers and mothers.” ,31,128,0,36
643,258013308634943488,10/16/2012,"La Crosse, Wisconsin was fired up for VP Biden and Dr. Biden last week: ",22,71,0,39
644,258225034416504833,10/16/2012,“Let's show Barack what kind of grassroots organization he's got behind him—one that's ready for whatever comes ahead.” ,22,89,0,19
645,258248243882885120,10/16/2012,RT if you’re on #TeamObamaBiden and excited for tonight’s debate—the action kicks off at 8pm ET on our live blog: ,32,484,0,42
646,258275253732667393,10/16/2012,"""Arithmetic over illusion"": What Romney's tax plan really means for the middle class.  #MittMath",33,155,0,37
647,258307084007907329,10/16/2012,Why Romney’s tax plan just doesn’t add up:  #MittMath,32,111,0,26
648,258371629040689152,10/17/2012,Time to tune in! The second presidential debate starts in a few minutes.  #TeamObamaBiden,40,157,0,37
649,258376119403827200,10/17/2012,FACT: Romney’s only solution to lower gas prices is to drill for more oil—yet he opposes vehicle standards that will save money at the pump.,78,751,1,89
650,258376975612260352,10/17/2012,"Romney’s energy plan would do nothing for energy independence,  and risks destroying thousands of jobs:  #RealRomney",66,625,0,87
651,258385395589451776,10/17/2012,Romney invested in a Chinese firm after learning it would “not be subject to taxes in the United States.”  #SketchyDeal,130,1738,0,187
652,258394995348889602,10/17/2012,"President Obama: ""We have made sure that millions of young people are able to get an education when they weren't able to before.""",72,485,0,122
653,258395551375167488,10/17/2012,"President Obama: ""We are on pace to double our exports. That's creating tens of thousands of jobs all across the country."" #TeamBarack",47,376,0,90
654,258397739459694592,10/17/2012,"If you’re proud of President Obama after tonight’s debate, add your name:  #TeamBarack",256,1041,0,319
655,258410269217271808,10/17/2012,"OFA Campaign Manager Jim Messina on why @BarackObama ""clearly won tonight's debate"": ",38,161,0,40
656,258422581269499904,10/17/2012,President Obama stood up for you tonight—now it’s your turn. Commit to vote:  #TeamBarack,112,566,0,155
657,258568418326892545,10/17/2012,"VP Biden: For women, ""the picture is becoming more clear"" after last night's debate. ",126,654,0,165
658,258630584065208320,10/17/2012,Mitt Romney opposed the Lilly Ledbetter Fair Pay Act: ,25,190,0,18
659,258631247918673920,10/17/2012,RT if you agree with President Obama that our daughters and sons deserve equal opportunities: ,34,788,0,128
660,258669056578695169,10/17/2012,“A clear win for Obama”: ,54,162,0,66
661,258685448598216704,10/17/2012,Taegan Goddard: “He kept Romney on the defensive and came prepared … It was devastatingly effective.” ,32,89,0,27
662,258703762384908291,10/17/2012,“President Obama dominated.” See what people are saying about @BarackObama’s debate win last night: ,40,116,0,27
663,258718446353788929,10/17/2012,"VP in CO: “Early voting starts in Colorado on Oct. 22. So don't wait until Election Day. Let’s take this thing sooner than later, okay?”",16,76,0,16
664,258722659645407232,10/18/2012,"On the debate: “You saw the man I have sat with every day: a man of principle and gumption, a man with a steady hand and a clear vision.”",58,226,0,65
665,258725888936509440,10/18/2012,"“Gov. Romney was a little—how can I say it? Sketchy last night. No details. No specifics.”—VP Biden in Greeley, CO today",67,167,0,51
666,258727563705344001,10/18/2012,On the Romney-Ryan budget: “Their budget slashes 19 million people off Medicaid; turns Medicare into a voucher system; decimates education.”,46,156,0,25
667,258731848920887296,10/18/2012,"VP: “The place where Romney was least responsive &amp; most sketchy, where we have the most basic disagreement with him, is on women’s rights.”",47,225,0,44
668,258732684023574528,10/18/2012,"“My daughter and granddaughters &amp; Barack’s daughters are entitled to every single, solitary opportunity my sons are and my grandsons are.”",65,629,0,181
669,258744468272975872,10/18/2012,"VP on Romney’s immigration stance: “He’s not only out of touch with the Hispanic community, he’s out of touch with the American people.”",80,222,0,68
670,258949515720155139,10/18/2012,"Fired up, ready to go for VP Biden in Greeley, CO yesterday! ",10,60,0,22
671,259020767541465088,10/18/2012,A warm Colorado welcome for VP Biden: ,12,55,0,35
672,259087531050688514,10/19/2012,"Joe photo of the day: A new friend in Reno, NV. ",36,121,0,80
673,259103975633190913,10/19/2012,"Lilly Ledbetter: Romney's position on pay equity is a ""terrible injustice"" for women. ",45,173,0,31
674,259338609793056769,10/19/2012,"Speaking in Virginia today, President Obama coined a new term to describe Mitt Romney’s deceptive policies: #Romnesia.",57,304,1,76
675,259341267354398720,10/19/2012,"POTUS: “If you say you’re for the coal industry but stood in front of a coal plant and said ‘this will kill you,’ you may have #Romnesia.”",53,640,0,110
676,259342227967467520,10/19/2012,"POTUS: “If you’ve come down with #Romnesia &amp; can’t remember the promises you’ve made, don’t worry—Obamacare covers pre-existing conditions.”",49,546,0,135
677,259344211973926913,10/19/2012,Watch President Obama describe the symptoms of #Romnesia: ,155,1162,0,364
678,259446998556635136,10/20/2012,"“We have fundamentally different views on how to move this country forward, and a fundamentally different value set.”—VP on Romney-Ryan",49,106,0,28
679,259449222733115392,10/20/2012,VP: “Barack and I are absolutely committed to ensuring that our daughters &amp; granddaughters have the exact same opportunities as our sons.”,44,233,0,59
680,259450574779588608,10/20/2012,VP on Romney-Ryan: “You heard the debates. It was made very clear that they don't believe a woman has a right to control her own body.”,50,310,1,58
681,259452802030510080,10/20/2012,“Romney and Ryan made it very clear they're willing to impose their private views on the public.”—VP on Romney-Ryan’s women’s health views,56,228,0,47
682,259455406374526976,10/20/2012,"VP Biden: “When Gov. Romney was asked whether or not women deserve equal pay for equal work, what was his answer? Binders.”",81,226,9,58
683,259457834691985409,10/20/2012,VP Biden on Romney: “The President has a new term for this sort of ability to change your mind so quickly. He calls it #Romnesia.”,53,236,1,61
684,259460439325409280,10/20/2012,“I hope you all don’t get #Romnesia. It’s a bad disease—and it’s contagious.”—VP Biden in Florida today,119,445,0,108
685,259462936219746305,10/20/2012,"VP: “All of a sudden, Paul Ryan, the budget hawk—the guy who introduced a budget plan that already passed—he doesn’t remember it.” #Romnesia",91,541,0,99
686,259713777312882688,10/20/2012,"Joe photo of the day, DQ edition: ",33,139,0,105
687,259742177104625664,10/20/2012,"“I’m a full-time teacher and, like most teachers, teaching isn’t just what I do—it’s who I am.”—Dr. Biden in Minnesota",21,143,0,51
688,259744753090957313,10/20/2012,"Dr. Jill Biden: “As a teacher, I want to make sure that we continue to invest in quality education.”",23,110,0,29
689,259746952416227328,10/20/2012,“We have already made so much progress. We have doubled funding for Pell Grants and reformed the student loan process.”—Dr. Biden,28,182,1,44
690,259749822670700544,10/20/2012,Dr. Biden in MN: “I’m also a military mom. Our son Beau served in Iraq for a year with the Delaware Army National Guard.”,14,68,0,22
691,259750929077788673,10/20/2012,"“When Joe &amp; Barack were elected, like so many of you, one of my main hopes was that we end the war in Iraq. The President kept his promise.”",40,207,8,127
692,259754921900007424,10/20/2012,Dr. Biden: “I want to make sure that all our veterans—and their families—get the benefits they have earned and the respect they deserve.”,23,128,0,35
693,259757340235034624,10/20/2012,Dr. B: “The President and the Vice President know how important it is for women to be able to make our own decisions about our health care.”,20,123,0,39
694,259759795945480192,10/20/2012,"“We have come so far—and we’ve got to keep moving forward—not just on women’s issues, but on all issues.”—Dr. Biden in Minnesota",17,150,0,33
695,259762437102923776,10/20/2012,Dr. Biden: “The election is just 17 days away. And the work we do between now and then could make all the difference.”,26,106,0,29
696,259784543156977664,10/20/2012,Joe photo of the day: Provisioning an @OFA_FL field office in Orlando. ,189,469,0,288
697,260063812080779264,10/21/2012,Foreign policy officials review the strength and steadiness of President Obama's leadership on the world stage: ,27,141,1,37
698,260108973368303617,10/21/2012,Father-daughter campaigning in Florida: ,56,212,0,168
699,260408488281403392,10/22/2012,“He’s not ready for prime time in terms of national security.”—Former Sec. of State Madeleine Albright on Mitt Romney: ,31,158,1,40
700,260433847504756736,10/22/2012,"When it comes to our national security, the choice is clear:  #RomneyNotReady",31,123,0,26
701,260461500311945216,10/22/2012,"“The American people didn’t give up, they got up.”—VP Biden on the road to November 6th: ",15,117,0,35
702,260475078431629313,10/22/2012,What Romney needs to answer in tonight’s foreign policy debate:  #RomneyNotReady,30,89,0,17
703,260498389140127744,10/22/2012,Why Mitt Romney's Cold War mentality is out of date:  #RomneyNotReady,149,670,101,274
704,260544129803620352,10/23/2012,Tune in for the final presidential debate on foreign policy tonight: Live coverage kicks off at 9pm ET. ,30,115,0,34
705,260551738162036737,10/23/2012,The Romney campaign offered “few specifics” about what Romney would do differently from President Obama on Syria: ,74,305,1,46
706,260556381571129344,10/23/2012,"FACT: By the time Gov. Romney left office, more businesses were going out of business in Massachusetts than being created.",68,1261,0,139
707,260560442559193088,10/23/2012,"The President never ""apologized"" for America. Not once.  #RomneyWrong",207,1161,0,242
708,260563150586392576,10/23/2012,The Obama administration’s sanctions against Iran are the most comprehensive that Iran has ever faced. ,32,290,2,72
709,260566578876252161,10/23/2012,RT this image if you believe standing up for the American worker is good for the country:  #RomneyWrong,31,1153,1,113
710,260566915460771841,10/23/2012,FACT: Romney has held investments in Chinese and Russian oil companies that were doing business with the Iranian energy sector.,111,1158,6,151
711,260570361979080705,10/23/2012,"Tonight, we saw what it means to be commander in chief. Vision—courage—a steady hand. -Joe",1361,4968,2,1140
712,260573917700308992,10/23/2012,"If you’ve got the President’s back after tonight’s debate, add your name:  #ProudOfObama",144,607,0,189
713,260738780913352704,10/23/2012,"VP: ""Being president requires a clear vision and a steady hand. That's exactly what President Obama demonstrated."" ",45,158,0,47
714,260761012632948736,10/23/2012,Watch President Obama talk about his clear plan to move us forward: ,17,73,0,37
715,260779787994406913,10/23/2012,"VP Biden in Ohio yesterday: ""The American people will not go back. The American people only know one way: forward."" ",33,100,1,47
716,260803026737053696,10/23/2012,"With only 14 days left, every action counts. Call 10 voters from the comfort of home:  ",17,77,0,26
717,260843730267947009,10/23/2012,Take a look at what people are saying about President Obama’s foreign policy debate win: ,17,84,0,25
718,260862928914378752,10/23/2012,"Inspiration for pumpkin carving season, thanks to @OFA_CT: ",28,126,4,132
719,260880527765172224,10/23/2012,RT if you’re on #TeamObamaBiden: ,289,6219,0,750
720,260898562748067840,10/24/2012,"“Last night, we saw a commander in chief who is in command of the issues.”—VP Biden in Dayton, Ohio",45,164,0,52
721,260899871731617792,10/24/2012,VP Biden on @BarackObama: “You got to see what I see every day: a President who clearly understands America’s interest around the world.”,31,153,0,38
722,260901243591995393,10/24/2012,"“This is a President who says what he means, means what he says, and does what he says.”—VP Biden introducing President Obama in Ohio today",52,213,0,56
723,260903668730167297,10/24/2012,"“These debates have exposed that Gov. Romney and Paul Ryan have a foreign policy right out of the ’80s, a social policy out of the ’50s.”",72,222,3,65
724,260906167864283136,10/24/2012,"VP Biden on Romney: “Governor, you can't run from the truth. You can't run from your record. You can't run from your policies.”",62,329,0,67
725,260907412213616640,10/24/2012,“This President is leveling the playing field—getting the middle class back in the game. He knows how to build America from the middle out.”,45,143,0,42
726,260909860340768768,10/24/2012,"VP Biden: “Together, all of us—even the 47 percent of us that Romney doesn't think matter—we’re moving forward. “",58,489,0,85
727,260911167852142592,10/24/2012,"“I’ve got news for Gov. Romney and Congressman Ryan—it’s never, ever been a good bet to bet against the American people.”—VP Biden",96,527,1,100
728,261129984251408384,10/24/2012,Pass it on: President Obama’s plan for a second term. ,52,631,0,104
729,261177439366033408,10/24/2012,8 states in 48 hours: Follow @BarackObama’s progress on the America Forward tour. ,30,64,0,15
730,261199349772611584,10/24/2012,Dr. Biden stopped by an @OFA_MN field office last weekend to fire up volunteers: ,12,32,0,23
731,261221108919975936,10/24/2012,"Joe photo of the day: Breakfast with VP Biden in Mechanicsburg, Ohio. ",25,72,0,48
732,261253755574550529,10/24/2012,"VP Biden recaps the 2nd presidential debate, @MichelleObama votes, and more on the Road to November 6th: ",13,45,0,14
733,261594586621808641,10/25/2012,Watch Gen. Colin Powell’s endorsement of @BarackObama and VP Biden: ,51,280,0,84
734,261974971893575680,10/26/2012,The VP visited @OFA_WI today and he thinks YOU should support the President by voting early:  ,140,361,2,126
735,262365733810499584,10/28/2012,Get the word out about what @BarackObama has done in less than 4 years—in under 2 minutes: ,83,442,0,110
736,262599278713782272,10/28/2012,Donate $20 or whatever you can to stop the other side from buying and bullying its way to a win right at the end: ,52,87,0,22
737,262646721518108672,10/28/2012,Smiles in Virginia yesterday: ,32,100,0,68
738,262693883652239360,10/28/2012,Joe photo of the day: Virginia hearts Joe. ,28,176,0,85
739,262970483979456512,10/29/2012,“We are our brother’s keeper. We are our sister’s keeper.” VP Biden talks about the importance of faith and values: ,37,174,0,51
740,262990178564579328,10/29/2012,"Joe photo of the day: Pumping up volunteers in Columbus, OH. ",29,80,0,56
741,263097044196028416,10/30/2012,.@BarackObama and VP Biden are moving us forward on equal rights: ,54,215,1,100
742,263370606068776961,10/30/2012,"Forward, Ohio! VP Biden and President Clinton rally together in Youngstown, OH. ",30,179,0,87
743,263412089119449089,10/30/2012,It’s time to get serious about getting out the vote. Find out how you can help:  ,29,133,0,35
744,263788408772644864,10/31/2012,RT if you agree with VP Biden: ,34,753,0,138
745,263800595817844736,11/01/2012,"Joe photo of the day: new friends in Sarasota, Florida. ",17,79,0,55
746,263812481649106944,11/01/2012,"“We’re all better off when everybody is in this deal together, when we’re all working together.”—VP Biden in Sarasota, FL",33,146,0,41
747,263815782390181889,11/01/2012,VP Biden on Romney: “Guess what? He never did answer the question of whether or not women are entitled to equal pay for equal work.”,83,297,0,60
748,263817410107305984,11/01/2012,On Romney: “He said 47% of the American people were ‘not willing to take responsibility for their own lives.’ Who does he think he is?”,95,340,0,104
749,263820479490572289,11/01/2012,“They are running the most scurrilous ad in Ohio. One of the most flagrantly dishonest ads I can ever remember.”—VP on Romney-Ryan,58,272,0,50
750,263822830469279746,11/01/2012,"VP: “Jeep isn’t cutting jobs, they're adding jobs. PolitiFact—the fact-checkers they don't look at—they called the ad ‘wholly inaccurate.’”",25,143,0,26
751,263825722903257088,11/01/2012,“The President’s job is not to sow confusion. It’s to plant the seeds of confidence.”—VP Biden in Florida,42,245,0,73
752,263828312407801857,11/01/2012,"VP Biden: “My guy, your guy, Barack Obama has character. He has the character of his convictions. He does not engage in deception.”",100,424,1,147
753,264026809870458880,11/01/2012,Watch VP Biden address Romney-Ryan’s misleading auto industry ad in Florida yesterday: ,22,78,0,25
754,264044934032670721,11/01/2012,First responders for Obama-Biden in Florida yesterday: ,13,112,0,72
755,264065431046856704,11/01/2012,Gen. Colin Powell has endorsed @BarackObama—here’s why: ,35,178,0,55
756,264180009634258944,11/02/2012,VP Biden’s presenting the Top 10 list on @Late_Show tonight! Tune in at 11:35pm ET: ,29,168,0,40
757,264393475477340160,11/02/2012,"“Who do you trust to stand up for the middle class? @BarackObama is the man you should trust.”—VP Biden in Ocala, FL: ",45,128,0,50
758,264404787536216064,11/02/2012,“It’s vastly more effective than voting late.” Watch VP Biden’s top 10 reasons to vote early on @Late_Show: ,16,70,0,34
759,264406861997019136,11/02/2012,Find out if you can vote early in your state: ,17,56,0,15
760,264438266399453184,11/02/2012,President Obama: “The people who need a champion are the Americans whose letters I read late at night.” ,22,68,0,29
761,264463445091557376,11/02/2012,"Kids lined up to greet VP Biden yesterday in Muscatine, IA: ",31,74,3,76
762,264486494301990912,11/02/2012,"It’s time to sprint, then lean: Sign up to get out the vote this weekend.  ",23,97,1,67
763,264504134361808896,11/02/2012,"“I want to tell you who I am so excited about—the next senator from this state, Tammy Baldwin.”—VP Biden in WI today: ",19,157,0,63
764,264509531822903296,11/02/2012,VP: “We’ve created 5.4 million new private sector jobs. Companies in America hired more workers in Oct. than any time in the last 8 months.”,37,188,0,29
765,264512956916711424,11/02/2012,"“I know the guy next door doesn't recognize it, but we actually did rescue the automobile industry and save a million jobs.”—VP in Wisconsin",37,184,0,56
766,264523123859288064,11/03/2012,VP: “Imagine the 40 years of progress we’ve made for women in America—what will happen to that in a Romney-appointed Supreme Court.”,42,361,3,75
767,264531299056898049,11/03/2012,"“Romney getting tough on China, I got one word for it: Malarkey! It’s absolute malarkey.”—VP Biden in Beloit, WI",89,272,18,96
768,264537461999431681,11/03/2012,VP Biden: “The entire history of the journey of this country can be summarized in one word: Forward!”,57,234,0,76
769,264744397990682624,11/03/2012,To do this weekend: Bring home the win for VP Biden and @BarackObama. Here’s how you’ll do it: ,17,122,0,32
770,264774484249178113,11/03/2012,Watch VP Biden talk about preserving Medicare and Social Security—“the sacred promise of a nation that keeps its word.” ,16,105,0,29
771,264790027899392001,11/03/2012,RT if you’re in for four more years: ,105,2584,2,514
772,264824410949689345,11/03/2012,"If you’ve got a phone and a computer, you can make calls. Get started now:  ",17,136,0,50
773,264853927009349632,11/03/2012,The choice couldn’t be clearer—pass it on: ,52,756,1,188
774,264875645602000897,11/03/2012,"Character, convictions, vision: ",49,331,3,152
775,265130411691237376,11/04/2012,A second term for #TeamObamaBiden could be just a few phone calls away:  ,29,149,0,53
776,265187929792598016,11/04/2012,Get a head start on Election Day: Make a plan to vote. ,35,105,0,35
777,265241037071589376,11/04/2012,Joe photo of the day: Colorado for Obama-Biden. ,31,156,0,91
778,265258629500903424,11/05/2012,“It’s the most cynical play I’ve seen.”—VP Biden on Romney’s fictitious auto industry ad: ,21,208,0,41
779,265275324479201280,11/05/2012,3 reasons why President Obama should be re-elected: ,104,769,0,299
780,265480595470155777,11/05/2012,Share @BarackObama and VP Biden’s plan with anyone who needs a reminder before tomorrow: ,20,337,1,75
781,265589963112988673,11/05/2012,Romney and Ryan have been spreading misinformation about Medicare. Get the facts from VP Biden: ,52,310,0,53
782,265623079617703937,11/06/2012,"Meet ’n greet in Lakewood, Ohio: ",17,94,1,77
783,265653227092054017,11/06/2012,Election Day is here! Find out where you’ll be voting tomorrow:  ,28,201,0,77
784,265801643705135104,11/06/2012,It’s a great day to vote! Grab a friend and head to your local polling place:  ,44,699,0,258
785,265811944106254336,11/06/2012,Joe photo of the day: The VP casts his vote in Delaware. ,234,1364,98,821
786,265841268335185922,11/06/2012,Let’s make sure the next 4 years are about giving the middle class a shot. Please get out and vote today—and bring a friend. –Joe,57,788,1,141
787,265861547937628160,11/06/2012,Make sure everyone votes today—hop on the phone and talk to voters in key states: ,35,160,0,40
788,265902833751179264,11/06/2012,There’s plenty of time left to vote! Find out where to go: ,26,253,0,37
789,265924409183834112,11/06/2012,“The secret to getting through: Always be doing something.” ,22,119,0,56
790,265946217735925761,11/06/2012,Thumbs up for VP Biden’s final campaign stop in Ohio today: ,46,291,0,199
791,265984323113586688,11/07/2012,"If you voted today, make sure your friends know it:  ",73,216,0,141
792,266274138543513600,11/07/2012,"From the bottom of our hearts, thank you. ",386,1425,3,1297
793,266307951793405952,11/07/2012,Four more years. ,194,893,13,867
794,268481802828673026,11/13/2012,Relive election night in photos:  ,35,135,0,178
795,268787528193159170,11/14/2012,"Whether you volunteered, donated, or just voted, share your #Obama2012 memory here: ",52,62,0,40
796,269210251448963073,11/15/2012,Don't miss VP Biden on @parksandrecnbc tonight at 9:30pm ET. ,57,586,0,294
797,269530597016367104,11/16/2012,VP Biden celebrated Diwali at the White House this week:  ,23,146,2,105
798,269862013281374208,11/17/2012,VP Biden meets @parksandrecnbc’s Leslie Knope: ,11,75,0,76
799,270601661226024960,11/19/2012,A favorite Joe photo from November: pizza party. ,147,472,106,807
800,270924129773944834,11/20/2012,"RT @VP: VP greets first responders at Hoboken Terminal in Hoboken, NJ. ",20,51,0,48
801,270965550463721473,11/20/2012,"Happy birthday, VP Biden! ",98,398,0,186
802,270982521276223488,11/20/2012,“We’re just so incredibly proud of you.”—VP Biden during a Thanksgiving celebration with wounded warriors yesterday,29,80,2,39
803,271014160215703552,11/20/2012,Help determine what happens next with the organization that powered this campaign:  ,59,103,0,94
804,271648031714205696,11/22/2012,Best wishes for a happy and safe Thanksgiving. ,103,193,1,185
805,274568234399825920,11/30/2012,VP Biden visited Costco yesterday to do some holiday shopping—and urged Congress to extend middle class tax cuts: ,94,255,0,122
806,275680573979254785,12/03/2012,Share why it matters to you that Congress keep taxes low for American families and small businesses.  #My2K,103,123,0,38
807,277081125611008001,12/07/2012,"A #FF this week for @ObamaInaugural—everything you need to know for President Obama and VP Biden’s inauguration on January 21, 2013.",18,97,0,40
808,278208735476867072,12/10/2012,"""This is no time to add any additional burden for middle class people.”—VP Biden on #My2K at a VA diner last week: ",43,87,1,67
809,278227116594696192,12/10/2012,Help make sure that taxes stay low for families and small businesses—contact your representative now:  #My2K,30,99,0,33
810,278607395490525185,12/11/2012,See the impact on your state if Congress fails to extend middle-class tax cuts:  #My2K,32,90,0,34
811,278634390005882880,12/11/2012,VP Biden and Dr. Biden went to the Army-Navy football game last weekend—check out photos and a video: ,22,34,0,23
812,278915644244783104,12/12/2012,"VIDEO: Ann Marie shared her #My2K story, and ended up having lunch with VP Biden. ",18,46,0,30
813,283315357442260993,12/24/2012,Wishing you a happy and safe holiday season. ,375,549,2,616
814,453174606900523008,04/07/2014,"Dusting off the Twitter handle for a big midterm election year. Let's get to it, folks! –Joe",220,704,0,771
815,453247767801266176,04/07/2014,"""You've got to be kidding me."" ­-Vice President Biden, on still having to fight for #voterexpansion in 2014. WATCH: ",19,106,0,71
816,453605258649145347,04/08/2014,"Go Blue Hens! Vice President Biden will deliver the 2014 commencement address at @UDelaware, his alma mater. ",10,72,0,98
817,454004644558434304,04/09/2014,"""It's time to stand up and to fight back"" - VP Biden on @TheDemocrats' #VoterExpansion Project. Watch and join today: ",11,52,0,41
818,454370052448743425,04/10/2014,"""What's gutsy about giving millionaires another tax break? What's gutsy about gutting Medicare?” - VP Biden on the Ryan Budget in 2012. #TBT",46,157,0,143
819,454648717266534400,04/11/2014,"""Trevor &amp; Chopper represent the very best in our military."" -The VP in the latest #BeingBiden  ",15,46,0,61
820,455794944448679936,04/14/2014,Watch the VP &amp; @JohnKerry at the FIFA World Cup Trophy Tour. Cheer for @ussoccer this summer to bring it back! ,7,40,0,45
821,456512234978414592,04/16/2014,Follow the VP on @instagram (grab some shades before checking out his first post!)  ,26,136,1,234
822,456614958105501698,04/17/2014,The First Selfie.  ,1266,22837,634,33381
823,456861097509662720,04/17/2014,"""The point is real simple: The backbone of this country is a strong and thriving middle class."" -VP in PA yesterday. ",17,72,0,86
824,456901642026508288,04/17/2014,RT @TheDemocrats: Great news! The President just announced —&gt; ,34,87,0,100
825,456913578327420928,04/17/2014,High five.  ,23,78,0,210
826,457906445917642752,04/20/2014,Happy Easter! ,75,219,0,381
827,459448966527348737,04/24/2014,#ThrowbackThursday to an earlier #TakeYourChildToWorkDay  #TBT ,22,106,0,213
828,460820225743945728,04/28/2014,Agree with the VP that cutting millionaires' taxes while raising middle class taxes is just wrong? Tune in at 2:00: ,17,74,0,72
829,460845998815051776,04/28/2014,Listen to VP Biden's speech on the budget now on @WHLive --&gt; ,8,13,0,29
830,460886376905707521,04/28/2014,Fight for a fair shot for the middle class →  ,34,120,0,90
831,461220705955500032,04/29/2014,The VP has been fighting to end violence against women for a long time. Here's the next step:  #1is2Many #NotAlone,25,154,0,117
832,461535726598119424,04/30/2014,"The VP teamed up with Daniel Craig, @DuleHill, @sethmeyers, and others to combat sexual assault. Watch →  #1is2Many",6,144,1,127
833,461877534649778176,05/01/2014,"Before the VP launched  this week, he championed the Violence Against Women Act #TBT #1is2Many ",17,118,1,138
834,461928260654596096,05/01/2014,Ending violence against women is my passion. I couldn't be prouder of  &amp; the students who helped make it happen. -Joe,43,183,0,197
835,463426793677283328,05/05/2014,"“We have got to get 11 million people out of the shadows."" - VP Biden. Act on immigration:  ",36,71,1,105
836,464091649128558592,05/07/2014,Miss the VP and @OfficialJLD's video from the #WHCD? WATCH: ,11,37,0,45
837,464855406733697024,05/09/2014,"Welcome to Washington, @UDBlueHens! ",26,90,0,134
838,466596333168906243,05/14/2014,"""We have to rebuild the infrastructure in this country."" -VP Biden talking #RebuildAmerica in St. Louis yesterday. ",49,115,1,130
839,467402468184555520,05/16/2014,RT if you agree with the Vice President this #NationalWomensHealthWeek ,53,330,0,217
840,468428609867509760,05/19/2014,"""I hope you will accept this corsage and enjoy your prom as much as I did mine."" - The VP ",37,129,0,145
841,470928478783950848,05/26/2014,"Honoring the memory of those we have lost, and reminding their families that they are never alone. ",38,316,0,238
842,471781366695473153,05/28/2014,"This election is about each of us doing our part, and the President, VP, and @TheDemocrats need your help. Join: ",26,43,0,55
843,473885164352073728,06/03/2014,RT to wish @DrBiden a very happy birthday! ,52,368,1,352
844,475057949832798208,06/06/2014,RT @TheDemocrats: Our challenge on #DDay70: ,102,172,0,161
845,478273697485049857,06/15/2014,"Happy Father's Day! MT @BeauBiden: #HappyFathersDay to all dads today, incl. 3 of the best out there! ",22,56,0,129
846,478666957130985472,06/16/2014,"The VP cheered on the #USMNT in 2010, and he's cheering them on right now. Are you? #IBelieveThatWeWillWin ",26,236,1,341
847,478899560509894656,06/17/2014,Still celebrating? Watch the post-game pep talk with the #USMNT and the Vice President. #OneNationOneTeam #IBelieve https://t.co/sUCMZcGtXh,38,68,0,74
848,481890835282554880,06/25/2014,"One year ago, the Supreme Court struck down a vital component of the #VRA. Stand up for every citizen's #VotingRights ",9,61,0,60
849,482196823575392256,06/26/2014,Let's go #USMNT! RT @TheDemocrats: #IBelieveThatWeWillWin ,64,219,0,189
850,483748310650351620,06/30/2014,"The first Corvette was #MadeInAmerica (Flint, MI) on this day in 1953. ",29,172,2,242
